account,risk_score,is_laundering,community_size,anomaly_score
12963_80313F5E0,0.06343182,0,1,0.3075322450286877
22806_80C20C3C0,0.06343182,0,1,0.3075322450286877
14387_809BF1B40,0.06343182,0,1,0.3075322450286877
3420_801A8B4C0,0.06343182,0,1,0.3075322450286877
12561_800FE0840,0.06343182,0,1,0.3075322450286877
30465_80EFAD590,0.06343182,0,1,0.3075322450286877
5_80769E2B0,0.06343182,0,1,0.3075322450286877
23833_801D76270,0.06343182,0,1,0.3075322450286877
4600_803C11320,0.06343182,0,1,0.3075322450286877
115359_80D273D90,0.06343182,0,1,0.3075322450286877
17174_807BF8490,0.06343182,0,1,0.3075322450286877
17729_8064647D0,0.06343182,0,1,0.3075322450286877
3655_80795B780,0.06343182,0,1,0.3075322450286877
1686_80305CE30,0.06343182,0,1,0.3075322450286877
2467_8082F8DF0,0.06343182,0,1,0.3075322450286877
8823_807465050,0.06343182,0,1,0.3075322450286877
24144_806515F60,0.06343182,0,1,0.3075322450286877
5464_802628A10,0.06343182,0,1,0.3075322450286877
1669_801DF1E90,0.06343182,0,1,0.3075322450286877
15055_810CA7B80,0.06343182,0,1,0.3075322450286877
28629_811F90380,0.06343182,0,1,0.3075322450286877
29814_81265F8A0,0.06343182,0,1,0.3075322450286877
1916_8018F5C80,0.06343182,0,1,0.3075322450286877
110603_804AF84F0,0.06343182,0,1,0.3075322450286877
25547_8064F8EA0,0.06343182,0,1,0.3075322450286877
21550_80245EB30,0.06343182,0,1,0.3075322450286877
122702_80CC4AEC0,0.063427314,0,1,0.31932098264718123
2467_8021302D0,0.063425675,0,3,0.42038999412792605
15964_8067082D0,0.063422345,0,1,0.33691125451480647
27637_813465E40,0.063420326,0,3,0.33838627472295396
13659_80597A820,0.06341832,0,2,0.4599213298681018
135490_80D7DE590,0.06341472,0,2,0.382385341356164
17222_80509F450,0.0634005,0,1,0.3080522955029017
5329_811B0F6A0,0.06339854,0,3,0.39473636794048256
25547_8062BE350,0.063397184,0,3,0.41569600589186734
121415_80B56ABB0,0.06338979,0,1,0.31006531591316355
13083_8085C5A70,0.06338071,0,3,0.5267641794247623
13157_805CA8F70,0.063380465,0,1,0.31006531591316355
213005_8050550E0,0.063380465,0,1,0.31006531591316355
236346_8105E0AF0,0.063380465,0,1,0.31006531591316355
131380_810B6B500,0.063380465,0,1,0.31006531591316355
224555_80BA7F6A0,0.063380465,0,1,0.31006531591316355
11405_806262EB0,0.063380465,0,1,0.31006531591316355
11107_80B5C20B0,0.063380055,0,1,0.339903057418389
14011_8029C04F0,0.06337911,0,1,0.3077148427632307
11296_80BDB11A0,0.0633785,0,1496,0.5377637163519673
1547_8010799B0,0.06337694,0,1,0.3112631347274731
16787_806153DA0,0.06337346,0,2,0.4186481794148991
28693_8062731F0,0.063372865,0,1,0.3074606236827407
219157_806F199C0,0.06337158,0,3,0.5335153057114508
27920_80AFE7820,0.06336731,0,3,0.4264230247771105
20846_80B7CEE10,0.06336668,0,2,0.38820124516712246
14290_8082B6FB0,0.0633619,0,4,0.34734001224790656
245064_8109E6180,0.063352704,0,3,0.4268631274454447
223908_8093C3630,0.06334949,0,3,0.4041319669198279
16586_804DE6220,0.06334746,0,2,0.4483881960935546
124371_80B553D60,0.06334718,0,2,0.3745206505706543
112497_804B4F890,0.063343495,0,2,0.612386988646092
21749_80319E3E0,0.06334323,0,5,0.40897356743700525
13858_81109ED60,0.063342705,0,5,0.5201050784678181
237636_80FBCD550,0.063337274,0,2,0.4057037170136851
15180_80A6A6C20,0.0633355,0,1,0.3080522955029017
1729_8028842C0,0.06333197,0,1,0.3074606236827407
120046_812817EC0,0.06333048,0,1496,0.5104715709132116
220888_808008050,0.06333046,0,1,0.3074606236827407
1467_801B21A40,0.06331556,0,2,0.5231526311653634
1457_80276FC90,0.063311785,0,1,0.3075322450286877
15723_80C967AE0,0.063307405,0,2,0.40808926123722616
25866_804C4D190,0.06330733,0,2,0.37900717000861445
1688_800871500,0.06330561,0,2,0.39372652113813106
21550_805B648B0,0.06329888,0,3,0.44355920465388243
15730_80511BD20,0.06329816,0,1496,0.5463625847999233
54240_8144664F0,0.06329516,0,1,0.3191601952771717
28800_804D19BD0,0.063294835,0,1,0.3166794809736838
19740_80E8046F0,0.063294515,0,2,0.44752941176449895
113744_810703240,0.06329368,0,1,0.31697718982054957
124368_811AA2010,0.06329368,0,1,0.31697718982054957
15447_80AEA8000,0.06329368,0,1,0.31697718982054957
13969_8054A32D0,0.06329368,0,1,0.31697718982054957
287_806180740,0.06329368,0,1,0.31697718982054957
12278_806DD1920,0.06329368,0,1,0.31697718982054957
22828_80509CC50,0.06329368,0,1,0.31697718982054957
312021_809AE0EA0,0.06329368,0,1,0.31697718982054957
239654_8031E2BF0,0.06329368,0,1,0.31697718982054957
310107_803E60C30,0.06329368,0,1,0.31697718982054957
313723_805773290,0.06329368,0,1,0.31697718982054957
14757_805CFA930,0.06329368,0,1,0.31697718982054957
32405_80D3CEC00,0.06329368,0,1,0.31697718982054957
117143_8073A56C0,0.06329368,0,1,0.31697718982054957
39280_8145F0AF0,0.06329368,0,1,0.31697718982054957
316690_8072B25E0,0.06329368,0,1,0.31697718982054957
319950_80C243310,0.06329368,0,1,0.31697718982054957
39965_8040473F0,0.06329368,0,1,0.31697718982054957
10060_803DE0210,0.06329368,0,1,0.31697718982054957
8805_80A82D030,0.06329368,0,1,0.31697718982054957
3_80E6D1470,0.06329368,0,1,0.31697718982054957
210829_806C2B0B0,0.06329368,0,1,0.31697718982054957
112064_805FD9D70,0.06329368,0,1,0.31697718982054957
317553_807659CD0,0.06329368,0,1,0.31697718982054957
219562_8073D8160,0.06329368,0,1,0.31697718982054957
13157_80540D840,0.06329368,0,1,0.31697718982054957
39197_80D6B8E90,0.06329368,0,1,0.31697718982054957
316801_806223DC0,0.06329368,0,1,0.31697718982054957
310877_8040D9520,0.06329368,0,1,0.31697718982054957
12_804D42730,0.06329368,0,1,0.31697718982054957
17769_803C10440,0.06329368,0,1,0.31697718982054957
16_8049E7F60,0.06329368,0,1,0.31697718982054957
140488_81371FD40,0.06329368,0,1,0.31697718982054957
15266_805D410F0,0.06329368,0,1,0.31697718982054957
229089_80B9B0B00,0.06329368,0,1,0.31697718982054957
318390_806ADF650,0.06329368,0,1,0.31697718982054957
14433_80BDEB580,0.06329368,0,1,0.31697718982054957
317378_806F5F940,0.06329368,0,1,0.31697718982054957
1024_800D565B0,0.06328916,0,1,0.3114479476834045
217680_81108BE30,0.0632825,0,1,0.3182191277054806
23555_80C0AE130,0.0632825,0,1,0.3182191277054806
16388_80693F400,0.063281536,0,4,0.431597640104935
22_810F82B90,0.06327947,0,4,0.41683585789285243
29467_803F814C0,0.063267305,0,4,0.760421473119854
11405_800D706B0,0.06326442,0,3,0.3944004475704524
313840_8054E6A00,0.06325993,0,1,0.30948194642495575
22_800380EA0,0.06325993,0,1,0.30948194642495575
136808_80E6DFD00,0.06325993,0,1,0.30948194642495575
8074_8033D2D90,0.06325993,0,1,0.30948194642495575
319721_807275560,0.06325993,0,1,0.30948194642495575
142973_810AE78F0,0.06325993,0,1,0.30948194642495575
7478_807F19A10,0.06325993,0,1,0.30948194642495575
32204_800CF7100,0.06325993,0,1,0.30948194642495575
228540_81269B940,0.06325993,0,1,0.30948194642495575
338110_80DF2E290,0.06325993,0,1,0.30948194642495575
20_80AA04FC0,0.06325993,0,1,0.30948194642495575
5365_805759320,0.06325993,0,1,0.30948194642495575
117698_80B31B2E0,0.06325993,0,1,0.30948194642495575
16431_8060586F0,0.06325993,0,1,0.30948194642495575
112064_805D82420,0.06325993,0,1,0.30948194642495575
15040_80D16CAA0,0.06325993,0,1,0.30948194642495575
3586_8002FAE00,0.06325993,0,1,0.30948194642495575
2385_807D95410,0.06325993,0,1,0.30948194642495575
795_8034F2370,0.06325993,0,1,0.30948194642495575
11899_80A3457E0,0.06325993,0,1,0.30948194642495575
26_8076ADFC0,0.06325993,0,1,0.30948194642495575
3335_801D89340,0.06325993,0,1,0.30948194642495575
236867_80DD4A430,0.06325993,0,1,0.30948194642495575
211050_80BFA7920,0.06325993,0,1,0.30948194642495575
338242_80E013E60,0.06325993,0,1,0.30948194642495575
311648_804496A80,0.06325993,0,1,0.30948194642495575
122151_809A37BA0,0.06325993,0,1,0.30948194642495575
131687_80DD00910,0.06325993,0,1,0.30948194642495575
1588_8004047B0,0.06325993,0,1,0.30948194642495575
1501_8027E06C0,0.06325993,0,1,0.30948194642495575
1674_802318740,0.06325993,0,1,0.30948194642495575
3_801582610,0.06325993,0,1,0.30948194642495575
1665_80161B5C0,0.06325993,0,1,0.30948194642495575
328966_80A833900,0.06325993,0,1,0.30948194642495575
3464_80C37FFF0,0.06325993,0,1,0.30948194642495575
31371_807063910,0.06325993,0,1,0.30948194642495575
135403_80E6BE580,0.06325993,0,1,0.30948194642495575
113935_80BB77F60,0.06325993,0,1,0.30948194642495575
319488_8073B2190,0.06325993,0,1,0.30948194642495575
312467_80C810990,0.06325993,0,1,0.30948194642495575
38578_803264A80,0.06325993,0,1,0.30948194642495575
315405_80599B980,0.06325993,0,1,0.30948194642495575
240492_810388C10,0.06325993,0,1,0.30948194642495575
31875_801BF7430,0.06325993,0,1,0.30948194642495575
220_800145A20,0.06325993,0,1,0.30948194642495575
9665_804470B40,0.06325993,0,1,0.30948194642495575
337956_80DE0DAF0,0.06325993,0,1,0.30948194642495575
410_806993170,0.06325993,0,1,0.30948194642495575
38351_803D04EB0,0.06325993,0,1,0.30948194642495575
8539_8069E3850,0.06325993,0,1,0.30948194642495575
5464_81259BF30,0.063257515,0,3,0.39527798397681985
118180_806B48430,0.06325635,0,2,0.8021007063713841
4_8035CD160,0.06325362,0,3,0.39838676581412275
124261_80BA0F380,0.06325197,0,1,0.3074606236827407
3123_8020DAB70,0.063250296,0,4,0.41523567897446134
19353_80713CC80,0.063247174,0,4,0.40235810209011114
11899_8099EEFC0,0.06324658,0,1,0.307797797635323
1655_8026F9B30,0.06324658,0,1,0.307797797635323
6156_8034426C0,0.06324658,0,1,0.307797797635323
312891_8078B4070,0.06324658,0,1,0.307797797635323
315727_805B68090,0.06324658,0,1,0.307797797635323
12719_81175B7A0,0.06324658,0,1,0.307797797635323
15447_8135166C0,0.06324658,0,1,0.307797797635323
29794_80E489700,0.06324658,0,1,0.307797797635323
3855_80E6FA890,0.06324658,0,1,0.307797797635323
1601_80A5EBA80,0.06324658,0,1,0.307797797635323
4866_809050C90,0.06324658,0,1,0.307797797635323
22828_813853020,0.06324658,0,1,0.307797797635323
136731_80F970E90,0.06324658,0,1,0.307797797635323
12797_803D4DBA0,0.06324658,0,1,0.307797797635323
2915_8067A4AA0,0.06324658,0,1,0.307797797635323
133540_813A440F0,0.06324658,0,1,0.307797797635323
317588_8071DF720,0.06324658,0,1,0.307797797635323
3322_8014DA060,0.06324658,0,1,0.307797797635323
15040_80979BBF0,0.06324658,0,1,0.307797797635323
32628_80122CC50,0.06324658,0,1,0.307797797635323
33188_80D8C7C50,0.06324658,0,1,0.307797797635323
312762_80E0565F0,0.06324658,0,1,0.307797797635323
39437_806CF25A0,0.06324658,0,1,0.307797797635323
315632_80DED0EA0,0.06324658,0,1,0.307797797635323
3769_80043E7B0,0.06324658,0,1,0.307797797635323
4242_801A569E0,0.06324658,0,1,0.307797797635323
37533_804942A80,0.06324658,0,1,0.307797797635323
17615_8040B45F0,0.06324658,0,1,0.307797797635323
315574_80603B220,0.06324658,0,1,0.307797797635323
34418_804DCA190,0.06324658,0,1,0.307797797635323
3271_8013A67B0,0.06324658,0,1,0.307797797635323
24550_80A0013C0,0.06324658,0,1,0.307797797635323
2467_801F0E2B0,0.06324658,0,1,0.307797797635323
353630_8139EE980,0.06324658,0,1,0.307797797635323
13057_802192810,0.06324658,0,1,0.307797797635323
327627_80A0DA760,0.06324658,0,1,0.307797797635323
317776_807B2E630,0.06324658,0,1,0.307797797635323
44782_81180CB20,0.06324658,0,1,0.307797797635323
322483_8082D4460,0.06324658,0,1,0.307797797635323
318084_81047C220,0.06324658,0,1,0.307797797635323
34373_8051A3C80,0.06324658,0,1,0.307797797635323
38869_80378B020,0.06324658,0,1,0.307797797635323
328758_80C43EE20,0.06324658,0,1,0.307797797635323
319469_81390AD50,0.06324658,0,1,0.307797797635323
15747_808FAD340,0.06324658,0,1,0.307797797635323
221374_80AB1D390,0.06324658,0,1,0.307797797635323
331230_80EFD74B0,0.06324658,0,1,0.307797797635323
3323_800279E00,0.06324658,0,1,0.307797797635323
32180_800D950C0,0.06324658,0,1,0.307797797635323
339135_812F51630,0.06324658,0,1,0.307797797635323
218202_8086B61A0,0.06324658,0,1,0.307797797635323
16254_807C1A500,0.06324658,0,1,0.307797797635323
1_80494CE80,0.06324658,0,1,0.307797797635323
319172_80714C640,0.06324658,0,1,0.307797797635323
39481_8039534D0,0.06324658,0,1,0.307797797635323
1_80068B3A0,0.06324658,0,1,0.307797797635323
3242_80255CD70,0.06324658,0,1,0.307797797635323
23538_811ADE6F0,0.06324658,0,1,0.307797797635323
31534_80109BA10,0.06324658,0,1,0.307797797635323
10_8003CA570,0.06324658,0,1,0.307797797635323
35174_80DAAE130,0.06324658,0,1,0.307797797635323
37449_809030540,0.06324658,0,1,0.307797797635323
12_808EC04A0,0.06324658,0,1,0.307797797635323
316364_80E26B670,0.06324658,0,1,0.307797797635323
33193_80E151460,0.06324658,0,1,0.307797797635323
20_801FBFC70,0.06324658,0,1,0.307797797635323
17246_807953670,0.06324658,0,1,0.307797797635323
17615_807B83720,0.06324658,0,1,0.307797797635323
37075_806895D90,0.06324658,0,1,0.307797797635323
332628_80C1047A0,0.06324658,0,1,0.307797797635323
34212_80BB48490,0.06324658,0,1,0.307797797635323
310276_8055395E0,0.06324658,0,1,0.307797797635323
339482_8123CC8E0,0.06324658,0,1,0.307797797635323
11657_8020EDD90,0.06324658,0,1,0.307797797635323
352973_81366E8A0,0.06324658,0,1,0.307797797635323
14011_8080342A0,0.06324658,0,1,0.307797797635323
210292_804771860,0.06324658,0,1,0.307797797635323
327999_80CD8EC80,0.06324658,0,1,0.307797797635323
24840_8026DF9E0,0.06324658,0,1,0.307797797635323
22062_809546EC0,0.06324658,0,1,0.307797797635323
319983_807574F70,0.06324658,0,1,0.307797797635323
329988_81198C300,0.06324658,0,1,0.307797797635323
116214_807D81CE0,0.06324658,0,1,0.307797797635323
2467_801F04900,0.06324658,0,1,0.307797797635323
332891_80BFFDCF0,0.06324658,0,1,0.307797797635323
330907_80B396C70,0.06324658,0,1,0.307797797635323
31939_801486300,0.06324658,0,1,0.307797797635323
9482_810C89C60,0.06324658,0,1,0.307797797635323
320879_8124BCD10,0.06324658,0,1,0.307797797635323
332678_80FEDFE90,0.06324658,0,1,0.307797797635323
3673_80485DF40,0.06324658,0,1,0.307797797635323
340303_80EC02D70,0.06324658,0,1,0.307797797635323
319942_8074F9770,0.06324658,0,1,0.307797797635323
3919_8036323E0,0.06324658,0,1,0.307797797635323
121698_80D55E4B0,0.06324658,0,1,0.307797797635323
14433_8130BCCD0,0.06324658,0,1,0.307797797635323
346043_810D7FD90,0.06324658,0,1,0.307797797635323
31410_800BBFF20,0.06324658,0,1,0.307797797635323
33780_80DAB2260,0.06324658,0,1,0.307797797635323
20226_80DBC8520,0.06324658,0,1,0.307797797635323
16535_80EE647E0,0.06324658,0,1,0.307797797635323
31683_801C98D10,0.06324658,0,1,0.307797797635323
315774_805BB0400,0.06324658,0,1,0.307797797635323
113865_80605D710,0.06324658,0,1,0.307797797635323
20846_812989730,0.06324658,0,1,0.307797797635323
318064_8068EC830,0.06324658,0,1,0.307797797635323
120292_8080E0A70,0.06324658,0,1,0.307797797635323
25981_807B852E0,0.06324658,0,1,0.307797797635323
215687_80B54D000,0.06324658,0,1,0.307797797635323
346790_8111FD190,0.06324658,0,1,0.307797797635323
19746_8130DAC30,0.06324658,0,1,0.307797797635323
21381_8039A0470,0.06324658,0,1,0.307797797635323
327299_8129BDC20,0.06324658,0,1,0.307797797635323
321093_8094016B0,0.06324658,0,1,0.307797797635323
317836_80EE60690,0.06324658,0,1,0.307797797635323
242295_80F6E2120,0.06324658,0,1,0.307797797635323
213580_811172570,0.06324658,0,1,0.307797797635323
16136_81036EEF0,0.06324658,0,1,0.307797797635323
3884_800FD9960,0.06324658,0,1,0.307797797635323
346390_810F9DA40,0.06324658,0,1,0.307797797635323
3633_8003D8690,0.06324658,0,1,0.307797797635323
1522_8016910A0,0.06324658,0,1,0.307797797635323
318345_80B7826D0,0.06324658,0,1,0.307797797635323
21918_801BC5E30,0.06324658,0,1,0.307797797635323
6179_80346BF40,0.06324658,0,1,0.307797797635323
7042_8121A2980,0.06324658,0,1,0.307797797635323
146122_8125F5D70,0.06324658,0,1,0.307797797635323
13083_8053027D0,0.06324658,0,1,0.307797797635323
1467_80049CDB0,0.06324658,0,1,0.307797797635323
335809_80D09E380,0.06324658,0,1,0.307797797635323
31924_80B8BB4E0,0.06324658,0,1,0.307797797635323
12381_80E052530,0.06324658,0,1,0.307797797635323
14757_805D757C0,0.06324658,0,1,0.307797797635323
23885_803CACC80,0.06324658,0,1,0.307797797635323
3961_801856ED0,0.06324658,0,1,0.307797797635323
34371_8097A0D60,0.06324658,0,1,0.307797797635323
336930_812B84EA0,0.06324658,0,1,0.307797797635323
332902_80BF6ABC0,0.06324658,0,1,0.307797797635323
6803_80ACEB0E0,0.06324658,0,1,0.307797797635323
31663_80C551220,0.06324658,0,1,0.307797797635323
21813_80B9BA7A0,0.06324658,0,1,0.307797797635323
12_8001F1280,0.06324658,0,1,0.307797797635323
218989_807510C70,0.06324658,0,1,0.307797797635323
31664_80C5279B0,0.06324658,0,1,0.307797797635323
37230_80763E970,0.06324658,0,1,0.307797797635323
28827_8045CD280,0.06324658,0,1,0.307797797635323
29317_80D636F00,0.06324658,0,1,0.307797797635323
27920_807A5FC50,0.06324658,0,1,0.307797797635323
314336_8078AF880,0.06324658,0,1,0.307797797635323
38164_80EF41DC0,0.06324658,0,1,0.307797797635323
210431_8134985B0,0.06324658,0,1,0.307797797635323
113090_8058B3580,0.06324658,0,1,0.307797797635323
38234_8035A52C0,0.06324658,0,1,0.307797797635323
337170_80D958370,0.06324658,0,1,0.307797797635323
314212_81321FD30,0.06324658,0,1,0.307797797635323
218472_80ACC2FF0,0.06324658,0,1,0.307797797635323
701_80170ABF0,0.06324344,0,2,0.37953105476004567
16649_806B07C20,0.06323818,0,1,0.5561898782592636
219656_807652240,0.06323818,0,1,0.5626991797992823
14381_8056703D0,0.06323818,0,1,0.5543115049537648
11056_803CFC470,0.06323521,0,4,0.3990815941485029
246363_813B1E820,0.06322455,0,1,0.43082846918708
513_80060F740,0.063219495,0,3,0.405074625167384
28771_806874BE0,0.063216545,0,1,0.3114479476834045
29944_81098BE90,0.06321208,0,2,0.39032825193290327
234222_812338630,0.06320776,0,5,0.4209491891308231
24963_80AAEB490,0.06320423,0,2,0.3774371890388965
12359_8139C05A0,0.063204005,0,3,0.3973837303863004
121698_812DCA080,0.06320394,0,1,0.3077148427632307
21749_805B11830,0.063201256,0,4,0.3974294809402025
213737_804FE66A0,0.06319966,0,1,0.30907560556867647
116425_8073B9A60,0.063199505,0,7,0.6160347170984173
110057_80444C0B0,0.063196845,0,2,0.5270417643187341
146265_81174E020,0.063194975,0,1,0.3074606236827407
210185_80C47E440,0.063194916,0,2,0.41805578512308794
6052_8029976D0,0.06319147,0,1,0.307797797635323
222268_808760B30,0.06319147,0,1,0.307797797635323
16136_806FE8470,0.06319147,0,1,0.307797797635323
132523_80E97B710,0.063191205,0,1,0.307278176801591
110836_80724D400,0.063191205,0,1,0.307278176801591
221279_80F0D6BE0,0.063191205,0,1,0.307278176801591
3144_813466F00,0.063191146,0,1,0.31806898586253374
116715_811F7EA40,0.063190565,0,2,0.46270916779130694
3_80308B070,0.0631884,0,1,0.4313376362157662
117907_80D648E20,0.06318497,0,1,0.3075322450286877
214615_812914CC0,0.063184045,0,2,0.37953105476004567
5329_8059592B0,0.06317948,0,2,0.44116384925756363
795_8006560B0,0.063177966,0,1,0.3176562680402055
23344_8080ABFD0,0.063173495,0,3,0.3990384653328221
17649_806C23EC0,0.063172,0,1,0.307278176801591
10_80161A4D0,0.06316888,0,2,0.4058510547878503
16333_802A00AE0,0.06316769,0,3,0.3926841840412993
17120_80701C260,0.06316575,0,2,0.39115807555778787
1674_800B0ECF0,0.063164674,0,4,0.5783248172474715
5394_807F18E90,0.06316404,0,1,0.3074606236827407
42373_812C4CFE0,0.063156195,0,2,0.38846398569039475
5175_8116288A0,0.06315395,0,889,0.47270035662375
132523_810B46FF0,0.06315283,0,1,0.3077148427632307
19746_80A6B3AE0,0.06315138,0,3,0.40019893388093664
19601_8102B7060,0.063150205,0,3,0.33486032502164403
20_8038D1030,0.06315,0,1,0.3166794809736838
21_80442FB40,0.06314432,0,2,0.46407198435627456
23146_8035C6930,0.0631438,0,2,0.38893765695422416
33355_80CBA98E0,0.063143484,0,1,0.31413135319076135
4726_806C6A5F0,0.06314258,0,1,0.3183006619129409
313857_813AD5C60,0.06314258,0,1,0.3183006619129409
324625_80CEC6D50,0.06314258,0,1,0.3183006619129409
316663_8061302D0,0.06314258,0,1,0.3183006619129409
29467_803ED2A80,0.06314258,0,1,0.3183006619129409
217496_807182C20,0.06314258,0,1,0.3183006619129409
6075_80B338C70,0.06314258,0,1,0.3183006619129409
10060_803B59550,0.06314258,0,1,0.3183006619129409
116425_8061C7310,0.06314258,0,1,0.3183006619129409
310898_804324E00,0.06314258,0,1,0.3183006619129409
312846_805F4E8F0,0.06314258,0,1,0.3183006619129409
312225_804A22090,0.06314258,0,1,0.3183006619129409
23402_80A46DBB0,0.06314258,0,1,0.3183006619129409
313923_8054392F0,0.06314258,0,1,0.3183006619129409
20861_80D3FE800,0.06314258,0,1,0.3183006619129409
21_8145CC110,0.06314258,0,1,0.3183006619129409
13157_8054EA720,0.06314258,0,1,0.3183006619129409
316789_806F25860,0.06314258,0,1,0.3183006619129409
313246_81225F300,0.06314258,0,1,0.3183006619129409
315209_8058A8D50,0.06314258,0,1,0.3183006619129409
4523_804294410,0.06314258,0,1,0.3183006619129409
16788_807D36E60,0.06314258,0,1,0.3183006619129409
310954_8040C7940,0.06314258,0,1,0.3183006619129409
15_80382C890,0.06314258,0,1,0.3183006619129409
121987_8082BFD60,0.06314258,0,1,0.3183006619129409
114202_8054414D0,0.06314258,0,1,0.3183006619129409
248622_812B5D080,0.06314258,0,1,0.3183006619129409
312085_809AFFF00,0.06314258,0,1,0.3183006619129409
13078_805C73C70,0.06314258,0,1,0.3183006619129409
310427_804704B30,0.06314258,0,1,0.3183006619129409
24_8045A24B0,0.063142344,0,4,0.3436272312190997
1588_800788980,0.06313405,0,1,0.3114479476834045
24144_80C05A2C0,0.063133135,0,3,0.38802415022044723
1502_8014BDB00,0.06312321,0,4,0.41653037317766717
7_8060B6510,0.06312122,0,5,0.7204137685741232
118453_80A375E90,0.0631173,0,2,0.38893765695422416
1124_800FB1870,0.063113734,0,1,0.307278176801591
14387_80D9B2AF0,0.063112296,0,2,0.40932116733125196
15_803B5FED0,0.063111365,0,3,0.5983733949503521
237016_812BCBFA0,0.06311106,0,2,0.4231802611296315
14549_801D48420,0.06310918,0,3,0.4176882130955053
24840_8025FD410,0.06310645,0,1,0.3114479476834045
21745_802242C80,0.063102305,0,1,0.3075322450286877
215064_8077288B0,0.06310209,0,1,0.31413135319076135
144098_8116CA3D0,0.063101426,0,2,0.38689283439081457
16136_8072FC450,0.06309861,0,1,0.3114479476834045
117660_80943A6D0,0.06309361,0,1,0.3114479476834045
3144_80D46EF80,0.06308598,0,2,0.38846398569039475
5394_814213D10,0.06308413,0,12,0.4236016690213405
4503_805AC4B10,0.06308187,0,1,0.3147297146501305
7_804BCA420,0.06308179,0,3,0.7241170068837939
1669_8089BE800,0.06308171,0,2,0.38151969300662447
18902_80360D3F0,0.0630702,0,1,0.3080522955029017
11318_8057F0D90,0.0630702,0,1,0.3080522955029017
216645_80E675D90,0.06307009,0,1,0.3077148427632307
36121_80F0E17D0,0.06307009,0,1,0.3077148427632307
33780_8113F5D90,0.06307009,0,1,0.3077148427632307
25075_802224070,0.06306996,0,1,0.3114479476834045
126783_812FB1120,0.06306617,0,1,0.30871806453620454
118180_806F8E220,0.06306617,0,1,0.30871806453620454
6030_8094069A0,0.06306617,0,1,0.30871806453620454
3335_802C96780,0.06306455,0,3,0.41007470042782573
250810_812D2C640,0.06306329,0,1496,0.5821609135251085
13667_805E8DD80,0.06306006,0,1,0.31006531591316355
9_806228740,0.06306006,0,1,0.31006531591316355
252117_8131CC550,0.063059084,0,2,0.38936668880995023
1467_8069DFB50,0.06305742,0,3,0.42410711617033947
19925_803A9DD00,0.06305298,0,2,0.7509836983281032
287_80622FA90,0.06304924,0,1,0.3623066933775025
10813_8046F5950,0.06304069,0,4,0.42239862545255735
25637_8079F4990,0.06304056,0,2,0.3894643129943541
221374_80B26A200,0.06304056,0,2,0.3894643129943541
2053_8034B8790,0.06304056,0,2,0.3894643129943541
131380_8110ACFF0,0.06303969,0,3,0.4612595313387912
110836_80AEEC2D0,0.06303879,0,2,0.3773272251926093
26_80844A680,0.06303879,0,2,0.3773272251926093
17401_80948F990,0.06303879,0,2,0.3773272251926093
16733_80F253910,0.063037045,0,1,0.3074606236827407
13037_80A388C40,0.06303597,0,2,0.41619012373486874
10642_80C358E20,0.06303486,0,2,0.37983370707491526
210319_809E65EF0,0.0630311,0,3,0.3407305117375743
210690_8084D2390,0.06302979,0,3,0.5314362966146363
210617_8055BCAD0,0.06302978,0,1,0.3074606236827407
13959_80DDC7970,0.06302978,0,1,0.3074606236827407
10_80DF56940,0.06302978,0,1,0.3074606236827407
1362_8008611E0,0.06302978,0,1,0.3074606236827407
30465_80C2AA7B0,0.06302406,0,2,0.3872763285771872
3051_80E41D9B0,0.06302251,0,3,0.4197388521723173
6030_8027E9F20,0.06302147,0,1,0.3074606236827407
10404_8080B3AF0,0.06301532,0,1,0.3323656142602959
217496_8065B7120,0.063013375,0,1,0.3867403674157294
22_8017B32E0,0.063011095,0,2,0.3925447689446658
21568_807F01700,0.06300621,0,1,0.3074606236827407
28726_8121261A0,0.06300472,0,4,0.41793013964417725
21831_800F11AF0,0.0630012,0,2,0.3838325634789193
22775_805263AC0,0.06299658,0,3,0.4322418886371658
217096_806B10910,0.06299541,0,1,0.30948194642495575
238829_80E39FC10,0.06299484,0,1,0.31006531591316355
6156_8034DBB10,0.062993765,0,2,0.38268971938752994
111425_80A4DD900,0.062991,0,1,0.3077148427632307
220888_80D359A30,0.06298844,0,1,0.35865051608360843
27637_803B7F120,0.06298763,0,1,0.307797797635323
250208_81447B820,0.06298763,0,1,0.307797797635323
2591_802A2E970,0.06298456,0,1,0.3074606236827407
23731_808B8E180,0.062979616,0,10,0.43325770219174786
1501_80B431D80,0.06297895,0,889,0.47746275915454983
1655_813BE52C0,0.06297764,0,3,0.41247538845678544
12_80548FF90,0.062971324,0,3,0.5373556034207979
12719_801BB6AB0,0.062967084,0,5,0.413795707503943
22806_813316490,0.06296487,0,2,0.3801406122538526
15625_813571260,0.062960885,0,2,0.3773272251926093
216542_8122AD940,0.06295923,0,2,0.3787235841012571
2467_808F519F0,0.062958114,0,2,0.407835126797842
23842_80C483150,0.06295489,0,1,0.3077148427632307
410_801E22890,0.06295394,0,2,0.39625934554637876
12893_80B79AD80,0.06295331,0,1,0.31178949429931335
13083_8026C81C0,0.06295331,0,1,0.31178949429931335
23691_80574B080,0.062945195,0,2,0.37979128974751086
13345_8081970E0,0.06292998,0,1,0.3074606236827407
21611_80194F6E0,0.06292673,0,3,0.3974086624423436
6075_808FE6600,0.06292236,0,8,0.4094023977646037
